,PWSName,FIPS_5,CNTY_OR_CITY,POPULATION,ANALYTE_NAME,Concentration in µg/L,COLLECT_DT
7492,NORTH RIVER MHP INC,51115,MATHEWS,53,LEAD,2.64,2014-07-07
10589,ELSINORE SUBDIVISION,51033,CAROLINE,138,LEAD,0.3,2014-07-07
4912,MOBILE ESTATES,51095,JAMES CITY,150,LEAD,0.0,2014-07-08
11334,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.0,2014-07-08
11750,WHITEWOOD FOREST,51061,FAUQUIER,70,LEAD,0.0,2014-07-08
5268,NOTTOWAY GARDENS,51175,SOUTHAMPTON,200,LEAD,0.0,2014-07-08
4915,MOBILE ESTATES,51095,JAMES CITY,150,LEAD,0.0,2014-07-08
7324,GRANVILLE BAY SUBDIVISION,51103,LANCASTER,87,LEAD,0.0,2014-07-08
11324,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.77,2014-07-08
11323,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,5.6,2014-07-08
7607,"URBANNA  HARBOUR, LC",51119,MIDDLESEX,56,LEAD,0.0,2014-07-08
2316,DOOMS - ACSA,51015,AUGUSTA,2368,LEAD,1.0,2014-07-08
2336,HARRISTON - ACSA,51015,AUGUSTA,288,LEAD,0.3,2014-07-08
2319,DOOMS - ACSA,51015,AUGUSTA,2368,LEAD,0.5,2014-07-08
7724,WINDSOR PARK,51127,NEW KENT,90,LEAD,0.7,2014-07-08
11403,AUBURN CROSSING,51061,FAUQUIER,118,LEAD,0.0,2014-07-08
7623,BROOKWOOD MANOR,51127,NEW KENT,230,LEAD,0.6,2014-07-08
7622,BROOKWOOD MANOR,51127,NEW KENT,230,LEAD,0.7,2014-07-08
6680,COLEMANS ISLAND,51057,ESSEX,30,LEAD,0.0,2014-07-08
7624,BROOKWOOD MANOR,51127,NEW KENT,230,LEAD,0.3,2014-07-08
8174,"COLONIAL BEACH, TOWN OF",51193,WESTMORELAND,3592,LEAD,0.0,2014-07-08
10138,"GRETNA, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,0.0,2014-07-08
10587,ELSINORE SUBDIVISION,51033,CAROLINE,138,LEAD,1.1,2014-07-08
8168,"COLONIAL BEACH, TOWN OF",51193,WESTMORELAND,3592,LEAD,0.0,2014-07-08
8173,"COLONIAL BEACH, TOWN OF",51193,WESTMORELAND,3592,LEAD,28.6,2014-07-08
11749,WHITEWOOD FOREST,51061,FAUQUIER,70,LEAD,0.0,2014-07-08
10139,"GRETNA, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,0.0,2014-07-08
12736,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-08
11329,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.0,2014-07-08
11327,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.4,2014-07-08
11325,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.48,2014-07-08
2318,DOOMS - ACSA,51015,AUGUSTA,2368,LEAD,1.5,2014-07-08
11326,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.44,2014-07-08
11331,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.0,2014-07-08
11330,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.0,2014-07-08
4913,MOBILE ESTATES,51095,JAMES CITY,150,LEAD,0.0,2014-07-08
8166,"COLONIAL BEACH, TOWN OF",51193,WESTMORELAND,3592,LEAD,0.0,2014-07-08
7533,KILMERS POINT,51119,MIDDLESEX,66,LEAD,0.0,2014-07-08
7725,WINDSOR PARK,51127,NEW KENT,90,LEAD,0.5,2014-07-08
2425,WEYERS CAVE - ACSA,51015,AUGUSTA,2245,LEAD,0.8,2014-07-08
6676,COLEMANS ISLAND,51057,ESSEX,30,LEAD,0.0,2014-07-08
8167,"COLONIAL BEACH, TOWN OF",51193,WESTMORELAND,3592,LEAD,0.0,2014-07-08
2339,HARRISTON - ACSA,51015,AUGUSTA,288,LEAD,0.6,2014-07-08
2314,DOOMS - ACSA,51015,AUGUSTA,2368,LEAD,0.4,2014-07-08
12725,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,19.0,2014-07-09
8254,MONROE HALL NEIGHBORHOOD,51193,WESTMORELAND,110,LEAD,0.0,2014-07-09
11319,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.0,2014-07-09
8251,MONROE HALL NEIGHBORHOOD,51193,WESTMORELAND,110,LEAD,0.0,2014-07-09
11310,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,3.5,2014-07-09
12727,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-09
11315,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.4,2014-07-09
8253,MONROE HALL NEIGHBORHOOD,51193,WESTMORELAND,110,LEAD,0.0,2014-07-09
12730,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-09
10135,"GRETNA, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,0.0,2014-07-09
11314,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.6,2014-07-09
11316,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.4,2014-07-09
1817,WISE COUNTY REGIONAL WATER SYSTEM,51195,WISE,11500,LEAD,0.385,2014-07-09
10136,"GRETNA, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,0.0,2014-07-09
11312,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.91,2014-07-09
11317,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.37,2014-07-09
10865,KAVANAUGH MEADS,51047,CULPEPER,120,LEAD,0.0,2014-07-09
3754,"GEORGE`S CHICKEN, LLC",51171,SHENANDOAH,885,LEAD,0.0,2014-07-09
7501,BUSH PARK MOBILE HOME PARK,51119,MIDDLESEX,400,LEAD,0.0,2014-07-09
1818,WISE COUNTY REGIONAL WATER SYSTEM,51195,WISE,11500,LEAD,0.201,2014-07-09
10864,KAVANAUGH MEADS,51047,CULPEPER,120,LEAD,0.0,2014-07-10
11401,AUBURN CROSSING,51061,FAUQUIER,118,LEAD,0.0,2014-07-10
12722,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-10
1815,WISE COUNTY REGIONAL WATER SYSTEM,51195,WISE,11500,LEAD,0.096,2014-07-10
8121,"WARSAW, TOWN OF",51159,RICHMOND COUNTY,1440,LEAD,0.0,2014-07-10
12718,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-10
11307,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.59,2014-07-10
12719,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-10
12721,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-10
8118,"WARSAW, TOWN OF",51159,RICHMOND COUNTY,1440,LEAD,0.0,2014-07-11
9372,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,0.0,2014-07-11
11746,WHITEWOOD FOREST,51061,FAUQUIER,70,LEAD,0.0,2014-07-12
6933,MANAKIN FARMS,51075,GOOCHLAND,948,LEAD,0.5,2014-07-12
6934,MANAKIN FARMS,51075,GOOCHLAND,948,LEAD,0.6,2014-07-12
12716,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-13
12897,LAKE WILDERNESS,51177,SPOTSYLVANIA,2625,LEAD,1.1,2014-07-14
6932,MANAKIN FARMS,51075,GOOCHLAND,948,LEAD,0.4,2014-07-14
10863,KAVANAUGH MEADS,51047,CULPEPER,120,LEAD,0.0,2014-07-14
6931,MANAKIN FARMS,51075,GOOCHLAND,948,LEAD,0.3,2014-07-14
8117,"WARSAW, TOWN OF",51159,RICHMOND COUNTY,1440,LEAD,2.51,2014-07-14
12893,LAKE WILDERNESS,51177,SPOTSYLVANIA,2625,LEAD,0.5,2014-07-15
8842,"ALTAVISTA, TOWN OF",51031,CAMPBELL,3850,LEAD,0.0,2014-07-15
12714,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-15
8841,"ALTAVISTA, TOWN OF",51031,CAMPBELL,3850,LEAD,0.0,2014-07-15
8832,"ALTAVISTA, TOWN OF",51031,CAMPBELL,3850,LEAD,0.0,2014-07-15
12713,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-15
8843,"ALTAVISTA, TOWN OF",51031,CAMPBELL,3850,LEAD,0.0,2014-07-15
12891,LAKE WILDERNESS,51177,SPOTSYLVANIA,2625,LEAD,0.8,2014-07-15
11689,"MEADOWS, THE",51061,FAUQUIER,733,LEAD,0.0,2014-07-15
5393,POOLES MHP,51181,SURRY,112,LEAD,0.0,2014-07-15
2179,WOODS EDGE SUBDIVISION,51003,ALBEMARLE,110,LEAD,0.0,2014-07-15
2176,WOODS EDGE SUBDIVISION,51003,ALBEMARLE,110,LEAD,0.0,2014-07-15
8847,"ALTAVISTA, TOWN OF",51031,CAMPBELL,3850,LEAD,0.0,2014-07-15
8838,"ALTAVISTA, TOWN OF",51031,CAMPBELL,3850,LEAD,0.0,2014-07-15
12894,LAKE WILDERNESS,51177,SPOTSYLVANIA,2625,LEAD,0.5,2014-07-15
5395,POOLES MHP,51181,SURRY,112,LEAD,0.0,2014-07-15
8836,"ALTAVISTA, TOWN OF",51031,CAMPBELL,3850,LEAD,0.0,2014-07-15
2175,WOODS EDGE SUBDIVISION,51003,ALBEMARLE,110,LEAD,0.0,2014-07-15
9432,THE WATERS EDGE,51067,FRANKLIN COUNTY,949,LEAD,0.4,2014-07-16
12707,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-16
3898,LOVING ARMS ASSISTED LIVING FACILITY,51187,WARREN,98,LEAD,0.0,2014-07-16
4486,TRAILS END,51001,ACCOMACK,115,LEAD,0.0,2014-07-16
12706,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,7.78,2014-07-16
2861,"MIDDLETOWN, TOWN OF",51069,FREDERICK,1390,LEAD,0.0,2014-07-16
2342,MIDDLEBROOK - ACSA,51015,AUGUSTA,93,LEAD,1.2,2014-07-16
5069,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-07-16
4869,GREENSPRINGS MOBILE VILLAGE,51095,JAMES CITY,181,LEAD,0.0,2014-07-16
2343,MIDDLEBROOK - ACSA,51015,AUGUSTA,93,LEAD,2.3,2014-07-16
2266,BLACKBURN - ACSA,51015,AUGUSTA,955,LEAD,2.7,2014-07-16
4868,GREENSPRINGS MOBILE VILLAGE,51095,JAMES CITY,181,LEAD,2.41,2014-07-16
4866,GREENSPRINGS MOBILE VILLAGE,51095,JAMES CITY,181,LEAD,4.61,2014-07-16
4485,TRAILS END,51001,ACCOMACK,115,LEAD,0.0,2014-07-16
12709,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-16
3896,LOVING ARMS ASSISTED LIVING FACILITY,51187,WARREN,98,LEAD,0.0,2014-07-16
4488,TRAILS END,51001,ACCOMACK,115,LEAD,2.0,2014-07-16
2341,MIDDLEBROOK - ACSA,51015,AUGUSTA,93,LEAD,4.0,2014-07-16
6928,MANAKIN FARMS,51075,GOOCHLAND,948,LEAD,0.5,2014-07-16
819,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2014-07-16
2270,BLACKBURN - ACSA,51015,AUGUSTA,955,LEAD,0.7,2014-07-16
4489,TRAILS END,51001,ACCOMACK,115,LEAD,0.0,2014-07-16
2360,ROUTE 250 WEST - ACSA,51015,AUGUSTA,193,LEAD,1.1,2014-07-16
2345,MIDDLEBROOK - ACSA,51015,AUGUSTA,93,LEAD,1.3,2014-07-16
2359,ROUTE 250 WEST - ACSA,51015,AUGUSTA,193,LEAD,0.7,2014-07-16
6929,MANAKIN FARMS,51075,GOOCHLAND,948,LEAD,1.2,2014-07-16
2344,MIDDLEBROOK - ACSA,51015,AUGUSTA,93,LEAD,1.0,2014-07-16
817,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2014-07-17
2264,BLACKBURN - ACSA,51015,AUGUSTA,955,LEAD,1.0,2014-07-17
2860,"MIDDLETOWN, TOWN OF",51069,FREDERICK,1390,LEAD,0.0,2014-07-17
807,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2014-07-17
10946,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,0.9,2014-07-17
2357,ROUTE 250 WEST - ACSA,51015,AUGUSTA,193,LEAD,1.3,2014-07-17
813,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2014-07-17
809,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2014-07-17
2263,BLACKBURN - ACSA,51015,AUGUSTA,955,LEAD,5.9,2014-07-18
10734,ASHMORE ACRES,51047,CULPEPER,31,LEAD,0.0,2014-07-18
806,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.4,2014-07-18
11458,GREEN MEADOWS SUBDIVISION,51061,FAUQUIER,340,LEAD,0.0,2014-07-18
10945,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,0.0,2014-07-18
10944,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,533.0,2014-07-19
11444,DRYSDALE SUBDIVISION,51061,FAUQUIER,78,LEAD,15.7,2014-07-20
11457,GREEN MEADOWS SUBDIVISION,51061,FAUQUIER,340,LEAD,0.0,2014-07-20
10894,NORTHTOWN VILLAGE,51047,CULPEPER,53,LEAD,0.8,2014-07-21
10732,ASHMORE ACRES,51047,CULPEPER,31,LEAD,0.3,2014-07-21
12527,ROLLING BROOK MOBILE HOME PARK,51113,MADISON,54,LEAD,0.0,2014-07-21
10892,NORTHTOWN VILLAGE,51047,CULPEPER,53,LEAD,0.8,2014-07-21
12525,ROLLING BROOK MOBILE HOME PARK,51113,MADISON,54,LEAD,0.0,2014-07-21
11442,DRYSDALE SUBDIVISION,51061,FAUQUIER,78,LEAD,9.2,2014-07-21
801,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2014-07-21
12524,ROLLING BROOK MOBILE HOME PARK,51113,MADISON,54,LEAD,0.0,2014-07-21
10850,HAZEL RIVER,51047,CULPEPER,50,LEAD,0.4,2014-07-21
2310,DEERFIELD - ACSA,51015,AUGUSTA,138,LEAD,2.2,2014-07-21
804,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2014-07-21
803,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2014-07-21
10849,HAZEL RIVER,51047,CULPEPER,50,LEAD,0.3,2014-07-21
12705,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-21
10893,NORTHTOWN VILLAGE,51047,CULPEPER,53,LEAD,1.1,2014-07-21
10847,HAZEL RIVER,51047,CULPEPER,50,LEAD,0.5,2014-07-21
2323,ESTALINE VALLEY - ACSA,51015,AUGUSTA,75,LEAD,0.2,2014-07-22
1811,WISE COUNTY REGIONAL WATER SYSTEM,51195,WISE,11500,LEAD,0.184,2014-07-22
6911,EASTERN GOOCHLAND CENTRAL WATER SYSTEM,51075,GOOCHLAND,3165,LEAD,0.0,2014-07-22
1305,ECV/SCOTT CO PSA,51169,SCOTT,437,LEAD,0.0,2014-07-22
10209,VISTA POINTE LANDING PCSA,51143,PITTSYLVANIA,129,LEAD,1.9,2014-07-22
11744,WATERLOO ESTATES,51061,FAUQUIER,190,LEAD,0.0,2014-07-22
2309,DEERFIELD - ACSA,51015,AUGUSTA,138,LEAD,1.8,2014-07-22
10208,VISTA POINTE LANDING PCSA,51143,PITTSYLVANIA,129,LEAD,0.0,2014-07-22
11700,TURNBULL,51061,FAUQUIER,148,LEAD,0.0,2014-07-22
6913,EASTERN GOOCHLAND CENTRAL WATER SYSTEM,51075,GOOCHLAND,3165,LEAD,0.0,2014-07-22
10217,WAYSIDE ACRES SUBDIVISION # 2,51143,PITTSYLVANIA,48,LEAD,3.0,2014-07-22
12704,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-22
10212,WAYSIDE ACRES SUBDIVISION # 1,51143,PITTSYLVANIA,61,LEAD,1.8,2014-07-22
2307,DEERFIELD - ACSA,51015,AUGUSTA,138,LEAD,3.7,2014-07-22
10218,WAYSIDE ACRES SUBDIVISION # 2,51143,PITTSYLVANIA,48,LEAD,1.1,2014-07-22
10219,WAYSIDE ACRES SUBDIVISION # 2,51143,PITTSYLVANIA,48,LEAD,0.0,2014-07-22
930,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,2.9,2014-07-22
4520,VIRGINIA LANDING,51001,ACCOMACK,670,LEAD,0.0,2014-07-22
11699,TURNBULL,51061,FAUQUIER,148,LEAD,0.0,2014-07-22
10220,WAYSIDE ACRES SUBDIVISION # 2,51143,PITTSYLVANIA,48,LEAD,3.0,2014-07-22
6901,GOOCHLAND COURTHOUSE,51075,GOOCHLAND,2916,LEAD,0.0,2014-07-22
6898,GOOCHLAND COURTHOUSE,51075,GOOCHLAND,2916,LEAD,0.0,2014-07-22
10188,ROBIN COURT SUBDIVISION PCSA,51143,PITTSYLVANIA,40,LEAD,1.3,2014-07-22
2306,DEERFIELD - ACSA,51015,AUGUSTA,138,LEAD,1.4,2014-07-22
1810,WISE COUNTY REGIONAL WATER SYSTEM,51195,WISE,11500,LEAD,0.096,2014-07-22
4975,"CAPE CHARLES, TOWN OF",51131,NORTHAMPTON,2276,LEAD,0.0,2014-07-22
6902,GOOCHLAND COURTHOUSE,51075,GOOCHLAND,2916,LEAD,0.0,2014-07-22
6912,EASTERN GOOCHLAND CENTRAL WATER SYSTEM,51075,GOOCHLAND,3165,LEAD,0.0,2014-07-22
1301,ECV/SCOTT CO PSA,51169,SCOTT,437,LEAD,2.54,2014-07-22
10788,CHURCHILL SUBDIVISION,51047,CULPEPER,130,LEAD,0.3,2014-07-22
2254,AUGUSTA SPRINGS - ACSA,51015,AUGUSTA,265,LEAD,1.5,2014-07-22
6908,EASTERN GOOCHLAND CENTRAL WATER SYSTEM,51075,GOOCHLAND,3165,LEAD,0.0,2014-07-23
1808,WISE COUNTY REGIONAL WATER SYSTEM,51195,WISE,11500,LEAD,0.451,2014-07-23
4463,RIVERSIDE SHORE REHAB.(SHORE LIFE CARE),51001,ACCOMACK,150,LEAD,0.0,2014-07-23
929,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,0.6,2014-07-23
4460,RIVERSIDE SHORE REHAB.(SHORE LIFE CARE),51001,ACCOMACK,150,LEAD,0.0,2014-07-23
10856,HERITAGE ESTATES,51047,CULPEPER,80,LEAD,0.0,2014-07-23
3698,STONEY CREEK SANITARY DISTRICT,51171,SHENANDOAH,2450,LEAD,2.93,2014-07-23
4967,"CAPE CHARLES, TOWN OF",51131,NORTHAMPTON,2276,LEAD,0.0,2014-07-23
12701,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-23
7570,DOCKSIDE HEALTH & REHAB,51119,MIDDLESEX,150,LEAD,0.0,2014-07-23
928,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,7.0,2014-07-23
6896,GOOCHLAND COURTHOUSE,51075,GOOCHLAND,2916,LEAD,0.0,2014-07-23
4732,OWENS SUBDIVISION,51093,ISLE OF WIGHT,116,LEAD,0.0,2014-07-23
10862,KAVANAUGH MEADS,51047,CULPEPER,120,LEAD,0.0,2014-07-23
738,PLUM CREEK,51121,MONTGOMERY,1757,LEAD,1.1,2014-07-23
11742,WATERLOO ESTATES,51061,FAUQUIER,190,LEAD,7.43,2014-07-23
925,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,0.8,2014-07-23
4968,"CAPE CHARLES, TOWN OF",51131,NORTHAMPTON,2276,LEAD,0.0,2014-07-23
2322,ESTALINE VALLEY - ACSA,51015,AUGUSTA,75,LEAD,0.2,2014-07-23
10166,MOUNT CROSS ROAD - (PCSA),51143,PITTSYLVANIA,194,LEAD,0.0,2014-07-23
7567,DOCKSIDE HEALTH & REHAB,51119,MIDDLESEX,150,LEAD,0.0,2014-07-23
12699,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-23
739,PLUM CREEK,51121,MONTGOMERY,1757,LEAD,1.0,2014-07-23
10232,RT 29 NORTH - (PCSA),51143,PITTSYLVANIA,1906,LEAD,0.0,2014-07-23
10165,MOUNT CROSS ROAD - (PCSA),51143,PITTSYLVANIA,194,LEAD,0.0,2014-07-23
924,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,1.3,2014-07-23
12694,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-24
11741,WATERLOO ESTATES,51061,FAUQUIER,190,LEAD,4.57,2014-07-24
7562,DOCKSIDE HEALTH & REHAB,51119,MIDDLESEX,150,LEAD,0.0,2014-07-24
10185,RINGGOLD INDUSTRIAL PARK - (PCSA),51143,PITTSYLVANIA,435,LEAD,0.0,2014-07-24
2297,"CRAIGSVILLE, TOWN OF",51015,AUGUSTA,2340,LEAD,0.0,2014-07-24
10182,RINGGOLD INDUSTRIAL PARK - (PCSA),51143,PITTSYLVANIA,435,LEAD,0.0,2014-07-24
7068,MOUNTAIN RUN,51085,HANOVER,128,LEAD,0.0,2014-07-24
6596,MT ZION/RUSTIC AREA,51036,CHARLES CITY,230,LEAD,0.0,2014-07-24
6598,MT ZION/RUSTIC AREA,51036,CHARLES CITY,230,LEAD,2.38,2014-07-24
2356,ROUTE 250 WEST - ACSA,51015,AUGUSTA,193,LEAD,0.5,2014-07-24
2253,AUGUSTA SPRINGS - ACSA,51015,AUGUSTA,265,LEAD,1.6,2014-07-24
2303,"CRAIGSVILLE, TOWN OF",51015,AUGUSTA,2340,LEAD,2.0,2014-07-24
12697,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-24
6607,WAYSIDE AREA,51036,CHARLES CITY,426,LEAD,0.0,2014-07-24
735,PLUM CREEK,51121,MONTGOMERY,1757,LEAD,0.6,2014-07-24
1807,WISE COUNTY REGIONAL WATER SYSTEM,51195,WISE,11500,LEAD,0.0,2014-07-24
6906,EASTERN GOOCHLAND CENTRAL WATER SYSTEM,51075,GOOCHLAND,3165,LEAD,0.0,2014-07-24
923,RINER COMMUNITY,51121,MONTGOMERY,1068,LEAD,0.2,2014-07-24
2305,"CRAIGSVILLE, TOWN OF",51015,AUGUSTA,2340,LEAD,0.0,2014-07-24
7065,MOUNTAIN RUN,51085,HANOVER,128,LEAD,0.0,2014-07-24
12698,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-24
6606,WAYSIDE AREA,51036,CHARLES CITY,426,LEAD,0.0,2014-07-24
7741,WOODHAVEN SHORES,51127,NEW KENT,1440,LEAD,0.0,2014-07-24
734,PLUM CREEK,51121,MONTGOMERY,1757,LEAD,0.4,2014-07-24
6907,EASTERN GOOCHLAND CENTRAL WATER SYSTEM,51075,GOOCHLAND,3165,LEAD,0.0,2014-07-24
7067,MOUNTAIN RUN,51085,HANOVER,128,LEAD,0.0,2014-07-24
2299,"CRAIGSVILLE, TOWN OF",51015,AUGUSTA,2340,LEAD,3.99,2014-07-24
7563,DOCKSIDE HEALTH & REHAB,51119,MIDDLESEX,150,LEAD,0.0,2014-07-24
733,PLUM CREEK,51121,MONTGOMERY,1757,LEAD,3.6,2014-07-24
6605,WAYSIDE AREA,51036,CHARLES CITY,426,LEAD,0.0,2014-07-24
12696,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-24
2300,"CRAIGSVILLE, TOWN OF",51015,AUGUSTA,2340,LEAD,3.51,2014-07-24
2304,"CRAIGSVILLE, TOWN OF",51015,AUGUSTA,2340,LEAD,0.0,2014-07-24
7477,MILFORD HAVEN COAST GUARD STA,51115,MATHEWS,36,LEAD,0.0,2014-07-25
732,PLUM CREEK,51121,MONTGOMERY,1757,LEAD,1.5,2014-07-25
9370,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,0.0,2014-07-25
7479,MILFORD HAVEN COAST GUARD STA,51115,MATHEWS,36,LEAD,3.21,2014-07-25
12693,PWCSA - WEST,51153,PRINCE WILLIAM,122000,LEAD,0.0,2014-07-25
11697,TURNBULL,51061,FAUQUIER,148,LEAD,0.0,2014-07-25
2902,TAVENNER PARK,51069,FREDERICK,228,LEAD,0.0,2014-07-25
9087,LAKESIDE VILLAGE,51049,CUMBERLAND,220,LEAD,3.6,2014-07-25
7737,WOODHAVEN SHORES,51127,NEW KENT,1440,LEAD,2.75,2014-07-25
7480,MILFORD HAVEN COAST GUARD STA,51115,MATHEWS,36,LEAD,4.82,2014-07-25
2296,"CRAIGSVILLE, TOWN OF",51015,AUGUSTA,2340,LEAD,0.0,2014-07-25
2321,ESTALINE VALLEY - ACSA,51015,AUGUSTA,75,LEAD,1.1,2014-07-25
2903,TAVENNER PARK,51069,FREDERICK,228,LEAD,0.0,2014-07-25
6737,RIVERVIEW MOBILE ESTATES,51057,ESSEX,48,LEAD,0.0,2014-07-26
6740,RIVERVIEW MOBILE ESTATES,51057,ESSEX,48,LEAD,0.0,2014-07-26
9369,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,0.4,2014-07-26
9732,CLIFFS ON THE ROANOKE,51117,MECKLENBURG,30,LEAD,0.0,2014-07-27
9730,CLIFFS ON THE ROANOKE,51117,MECKLENBURG,30,LEAD,2.2,2014-07-27
9868,ST. TAMMANY LANDING,51117,MECKLENBURG,90,LEAD,3.1,2014-07-27
8316,STRATFORD HARBOUR,51193,WESTMORELAND,1215,LEAD,0.0,2014-07-27
8317,STRATFORD HARBOUR,51193,WESTMORELAND,1215,LEAD,0.0,2014-07-27
2251,AUGUSTA SPRINGS - ACSA,51015,AUGUSTA,265,LEAD,4.7,2014-07-27
9869,ST. TAMMANY LANDING,51117,MECKLENBURG,90,LEAD,4.8,2014-07-27
8319,STRATFORD HARBOUR,51193,WESTMORELAND,1215,LEAD,0.0,2014-07-27
2252,AUGUSTA SPRINGS - ACSA,51015,AUGUSTA,265,LEAD,0.9,2014-07-27
8728,LANE VIEW SUBDIVISION,51025,BRUNSWICK,39,LEAD,2.8,2014-07-28
8178,DARL SUBDIVISION,51193,WESTMORELAND,75,LEAD,0.0,2014-07-28
3494,"BRIDGEWATER, TOWN OF",51165,ROCKINGHAM,5644,LEAD,0.4,2014-07-28
8308,STRATFORD HARBOUR,51193,WESTMORELAND,1215,LEAD,0.0,2014-07-28
8177,DARL SUBDIVISION,51193,WESTMORELAND,75,LEAD,0.0,2014-07-28
3490,"BRIDGEWATER, TOWN OF",51165,ROCKINGHAM,5644,LEAD,5.9,2014-07-28
8061,POWHATAN COURTHOUSE,51145,POWHATAN,2385,LEAD,4.1,2014-07-28
8047,LAKE SHAWNEE ESTATES,51145,POWHATAN,348,LEAD,1.3,2014-07-28
3489,"BRIDGEWATER, TOWN OF",51165,ROCKINGHAM,5644,LEAD,2.0,2014-07-28
8768,PLEASANT GROVE SUBDIVISION,51025,BRUNSWICK,85,LEAD,0.6,2014-07-28
8309,STRATFORD HARBOUR,51193,WESTMORELAND,1215,LEAD,2.0,2014-07-28
